Permanences juridiques PH Meaux;;"Personnes en situation de handicap
Permanence juridique
Meaux
Droit";;Solène;"Des permanences juridiques accessibles et gratuites à destination des personnes en situation de handicap et de leurs aidants ont lieu tous les 1er lundi du mois, de 14h à 17h, à l’Espace Municipal Charles Cros (1 square Cassini – 77100 Meaux).
Ces temps d’échange confidentiels permettent aux personnes concernées d’obtenir des informations juridiques dans tous les domaines du droit (famille, logement, travail, santé, pénal, handicap etc.).
Ces permanences auront lieu sur rendez-vous uniquement :
📩 pole.handicap@meaux.fr
📞 01 83 69 01 59";;1/10/2025 12:17pm;Autre;AGIR_HANDICAP_Flyer_77_Meaux.jpg (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recPX4ewX1IFEXW3W/fldiD8jFMadIFZbK2/attaOIMTUWPmJGQHM);;;RAS
Adressage rapide en oncologie;;"cancer oncologie
suspicion";;Solène;;;4/11/2025 4:15pm;Cancérologie;Plaquette_Circuit_FAST_ONCO_251104_114443.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recQuS2U6RlkPh9Ta/fldiD8jFMadIFZbK2/atttfUjLIrrkEnDuJ);;;afficher directement la PJ?
SAD Secteur SAPHA MITRY MORY;;Services d'aide à domicile ;;Alicia;;;18/12/2025 4:52pm;Social;SAD_Secteur_SAPHA_Mitry_Mory_MAJ_Oct_2024.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/rec5EZkgSFZ3zyBpM/fldiD8jFMadIFZbK2/attPVqTeHpRbzrg1y);;;"Liste mise à jour en octobre 2024
SAD secteur SAPHA MITRY MORY"
Offre de soins palliatifs en IDF;;Soins Palliatifs - USP - CORPALIF - Palliatif ;;JL;Le cahier constitue un document de référence, tel une capture de l'état de l'offre à date. JANVIER 2026;;23/1/2026 10:06am;Soins Palliatifs;Cahier_offre_SP_2026.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recWSa3B88Igsa9Yf/fldiD8jFMadIFZbK2/att1GBOazbHPrNacQ);;;ras
Annuaire des CSAPA (centres de soins, d’accompagnement et de prévention en addictologie);;Addicto - Addiction - CSAPA -;;JL;Annuaire de l'ensemble des services d'accompagnement en addictologie : https://www.addictaide.fr/annuaire/;;2/2/2026 9:50am;Addictologie ;;;;
RCP DE RECOURS PEDIATRIQUE - ADULTES OBESITE;;Situation complexe obésité;;Solène;Besoin d'un échange sur des situations d’obésité complexes, médicales ou chirurgicales pédiatriques, pédiatriques ou adultes;"Les RCP de recours sont organisées par le Centre Spécialisé de l'Obésité IDF.
Objectifs : 
 - partager le dossier complexe d'un patient enfant en situation d'obésité / d'un patient adulte en situation d'obésité sévère ou multi compliquée
- demander un avis pour le diagnostic ou le traitement d'un patient.
- tout simplement échanger et vous former/informer en lien avec les experts du CSO Île-de-France Est.

Calendrier annuel préétablit

Inscription via un google form
- Adultes : https://docs.google.com/forms/d/e/1FAIpQLSfZPElfwr4HE-Wq7uvYTDRlHeXUl-ttxYa8yydalXyRoaQSeg/viewform
- Enfants : https://docs.google.com/forms/d/e/1FAIpQLSfZPElfwr4HE-Wq7uvYTDRlHeXUl-ttxYa8yydalXyRoaQSeg/viewform
";4/2/2026 10:41am;Ressource spécialisée;;;;est ce que l'on créée une catégorie parcours obésité ? 
RCP / Staff douleur réseau LCD;;"Douleur
RCP
Expertise";;Solène;"Questionnement sur la prise en charge des patients douloureux chroniques en situation complexe
Questionnement ou réflexion sur l'accompagnement des patients douloureux";"Contact : Réseau Lutter Contre la Douleur 
secretariat.lcd@reseau-lcd.org

Public : Patients adultes et/ou pédiatriques douleur chronique en situation complexe
Deux situations sont à distinguer :
- Patients en cours d’inclusion au réseau LCD :
Dans ce cadre, la demande de RCP est initiée par un médecin, qui complète un dossier de demande d’inclusion que je vous mettrai en PJ. Ce dossier doit préciser l’ensemble des professionnels impliqués dans la prise en charge du patient, afin que nous puissions les contacter et les convier à la RCP.
Cette démarche est réalisée avec le consentement explicite du patient ou de la patiente.
Par ailleurs, dans la majorité des situations, le médecin algologue du LCD privilégie une consultation préalable avec le patient ou la patiente. Si toutefois le patient ne souhaite pas être reçu en consultation, la situation peut être étudiée en RCP sur la base des éléments transmis.

- Concernant les patients non suivis par le réseau LCD :
Un professionnel peut également solliciter l’organisation d’une RCP pour la présentation d’un cas complexe, adulte ou enfant, sans que le patient soit nécessairement suivi par le LCD, il suffit de nous renvoyer la fiche de présentations complétée ( en PJ). Il s’agit alors d’un temps d’échange pluridisciplinaire autour d’une situation clinique nécessitant un éclairage spécialisé avec différents professionnels de santé partenaires,""

RCP selon un calendrier annuel préétablit 
Formulaire de présentation pour RCP à envoyer au moins 1 semaine avant la réunion
En distanciel";4/2/2026 10:47am;Ressource spécialisée;Formulaire_RCP_fiche-presentation_vf.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recL2LFDjHd3FZeFd/fldiD8jFMadIFZbK2/attXkUUQiXzWqaBfM), RCP_Programme_2026.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recL2LFDjHd3FZeFd/fldiD8jFMadIFZbK2/attrK9YWrogxDOzwI);;;-
Liste 2025 des médecins habilités à délivrer des certificats médicaux circonstanciés dans le cadre d'une mesure de protection;;"Tutelle
curatelle
habilitation familiale
protection juridique
médecin expert
tribunal judiciaire
majeur vulnérable
";;Alicia;;;16/2/2026 5:38pm;Autre;Liste_medecins_habilites_protection_juridique_TJ_Meaux_2025.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recVFvlMjWIXwOQHj/fldiD8jFMadIFZbK2/attyoCwFLjlMTWnMG);;;Peut-être supprimer les anciennes listes ? 
Guide pratique pour les pros - Annonce de décès - Accompagnement des familles endeuillées;;deuil - décès - aidants - famille - accompagnement - annonce - pro;;JL;"Pourquoi ce guide : 
- Pour aiguiller les professionnels dans un contexte judiciaire 
- Pour définir, encadrer et harmoniser les bonnes pratiques de l’annonce du décès
- Pour faciliter la mise en œuvre de tous les dispositifs et coordonner les acteurs de terrain
- Pour décliner le cadre règlementaire selon les prérogatives respectives de chacun (magistrats, policiers et gendarmes, médecins, élus...)
- Pour favoriser les bonnes pratiques sur l’ensemble du territoire";;25/2/2026 4:36pm;Autre;2026_-_Guide_pratique_a_lusage_des_pro_-_annonce_deces_deuil.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recmS0ZkDstvmh1FL/fldiD8jFMadIFZbK2/attI9abjOxjszHgeE);;;RAS
SAAD secteur SAPHA Mitry Mory janvier 2026;;"SAAD
aides à domicile
prestataire";;Alicia;;;18/3/2026 10:54am;Partenaires ;SAAD_secteur_SAPHA_Mitry_Mory_2026.pdf (https://airtable.com/appw21X5WptSgEidh/tbldc8HAccuWcXbga/recaULlMlo0OQlJhW/fldiD8jFMadIFZbK2/attzv2AmLQ43ZvV1x);;;Fiche récupérée par Morgane lors d'une éval APA
